unit_key,faction_key,army_corps_name,unit_name,is_tow_variant,encoded_staff_rank,command_stars,command_star_icon_path,command_star_strip_path,command_star_layout,base_mp_cost,unit_cap,recommended_placement,placement_basis,permission_table,permission_source_line,land_unit_table,land_unit_source_lines,rating_table,rating_source_lines,localisation_source,original_pack,original_internal_icon_path,original_extracted_path,copied_icon_path,original_sha256,existing_asset_sha256,matches_existing_asset,copy_status
ntw3_gen_staff_208_2_0321,ntw3_hre,9. Heiliges Römisches Reich,József Alvinczi,false,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,202,1,ntw3_hre corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9319,db/units_tables/ntw3_land_units,11588,db/mp_general_command_ratings_tables/mp_general_command_ratings,3510,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_2_0321_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_2_0321_icon.tga,assets/staff_general_icons_by_corps/ntw3_hre/austria_gen_staff_208_2_0321_icon.tga,9b50234fb54f52371666fb815c8c705fb983d43e5c9111d2e4da4d65a4425e21,9b50234fb54f52371666fb815c8c705fb983d43e5c9111d2e4da4d65a4425e21,true,copied_from_original_cards94
ntw3_gen_staff_208_2_0324,ntw3_hre,9. Heiliges Römisches Reich,Michael von Melas,false,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,202,1,ntw3_hre corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9320,db/units_tables/ntw3_land_units,11589,db/mp_general_command_ratings_tables/mp_general_command_ratings,3511,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_2_0324_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_2_0324_icon.tga,assets/staff_general_icons_by_corps/ntw3_hre/austria_gen_staff_208_2_0324_icon.tga,20a9221fb66bdd61e14f4585d0ae0996b837543901eec17628a2a2ffc67645bf,20a9221fb66bdd61e14f4585d0ae0996b837543901eec17628a2a2ffc67645bf,true,copied_from_original_cards94
ntw3_gen_staff_208_1_0325,ntw3_hre,9. Heiliges Römisches Reich,Michelangelo Colli-Marchi,false,1,1,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_1.png,vertical_left,76,1,ntw3_hre corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9313,db/units_tables/ntw3_land_units,11582,db/mp_general_command_ratings_tables/mp_general_command_ratings,3504,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/piedmont_gen_staff_208_1_0325_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/piedmont_gen_staff_208_1_0325_icon.tga,assets/staff_general_icons_by_corps/ntw3_hre/piedmont_gen_staff_208_1_0325_icon.tga,e32993ed6af56d9184049707382e330d9ac07c46b0a465feb5b78da63e97e166,e32993ed6af56d9184049707382e330d9ac07c46b0a465feb5b78da63e97e166,true,copied_from_original_cards94
ntw3_gen_staff_208_1_0326,ntw3_hre,9. Heiliges Römisches Reich,Paul Kray 'le Fils cher de la Victoire',false,1,1,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_1.png,vertical_left,76,1,ntw3_hre corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9314,db/units_tables/ntw3_land_units,11583,db/mp_general_command_ratings_tables/mp_general_command_ratings,3505,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_1_0326_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_1_0326_icon.tga,assets/staff_general_icons_by_corps/ntw3_hre/austria_gen_staff_208_1_0326_icon.tga,e041419d8abf7de835f2b2d4928b4990530c2497985b3dbde9b73181421d854b,e041419d8abf7de835f2b2d4928b4990530c2497985b3dbde9b73181421d854b,true,copied_from_original_cards94
ntw3_gen_staff_208_1_0327,ntw3_hre,9. Heiliges Römisches Reich,Peter Ott von Bártorkés,false,1,1,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_1.png,vertical_left,76,1,ntw3_hre corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9315,db/units_tables/ntw3_land_units,11584,db/mp_general_command_ratings_tables/mp_general_command_ratings,3506,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_1_0327_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_1_0327_icon.tga,assets/staff_general_icons_by_corps/ntw3_hre/austria_gen_staff_208_1_0327_icon.tga,cf2cf8800106a7c0fab7d48a2bde7a8a0e91fd4e4191d0a96a6d97813360cdd8,cf2cf8800106a7c0fab7d48a2bde7a8a0e91fd4e4191d0a96a6d97813360cdd8,true,copied_from_original_cards94
ntw3_gen_staff_208_1_0328,ntw3_hre,9. Heiliges Römisches Reich,Peter Vitus von Quosdanovich,false,1,1,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_1.png,vertical_left,76,1,ntw3_hre corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9316,db/units_tables/ntw3_land_units,11585,db/mp_general_command_ratings_tables/mp_general_command_ratings,3507,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_1_0328_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_1_0328_icon.tga,assets/staff_general_icons_by_corps/ntw3_hre/austria_gen_staff_208_1_0328_icon.tga,54b2d2c9691da6956f4c86e867e64d9dca36083701f5712fea1138a4a7b85c01,54b2d2c9691da6956f4c86e867e64d9dca36083701f5712fea1138a4a7b85c01,true,copied_from_original_cards94
ntw3_gen_staff_208_0_0568,ntw3_hre,9. Heiliges Römisches Reich,Wilhelm von Wartensleben,false,0,,,,,1,1,ntw3_hre corps root,exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9312,db/units_tables/ntw3_land_units,11581,db/mp_general_command_ratings_tables/mp_general_command_ratings,,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/austria_gen_staff_208_0_0568_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/austria_gen_staff_208_0_0568_icon.tga,assets/staff_general_icons_by_corps/ntw3_hre/austria_gen_staff_208_0_0568_icon.tga,ca6f43626b7c501d96bea6c334abf79a670a484d68390d3b8b0590e90a86fd59,ca6f43626b7c501d96bea6c334abf79a670a484d68390d3b8b0590e90a86fd59,true,copied_from_original_cards94
ntw3_gen_staff_082_6_0116_tow_032,ntw3_tow_a03_x8_032,[1799] 9. France (Italie),André Masséna 'l'Enfant chéri de la Victoire',true,6,6,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_6.png,vertical_left,789,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9030,db/units_tables/ntw3_land_units,11239,db/mp_general_command_ratings_tables/mp_general_command_ratings,3186,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/francec_gen_staff_082_6_0116_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/francec_gen_staff_082_6_0116_icon.tga,assets/staff_general_icons_by_corps/TOW/francec_gen_staff_082_6_0116_icon.tga,6092f9ce86c9659dde5836da399e3993136a68c89630ef7e60a6f9caacfb2d88,6092f9ce86c9659dde5836da399e3993136a68c89630ef7e60a6f9caacfb2d88,true,copied_from_original_cards94
ntw3_gen_staff_080_7_0554_tow_032,ntw3_tow_a03_x8_032,[1799] 9. France (Italie),Jean Lannes 'le Brave des Braves',true,7,7,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_7.png,vertical_left,978,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9024,db/units_tables/ntw3_land_units,11233,db/mp_general_command_ratings_tables/mp_general_command_ratings,3180,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_080_7_0554_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_080_7_0554_icon.tga,assets/staff_general_icons_by_corps/TOW/france_1799_1807_gen_staff_080_7_0554_icon.tga,86269c76c694b7d1a11838d9dcb59b4d6d58d53a603278837e15800227a92cb7,86269c76c694b7d1a11838d9dcb59b4d6d58d53a603278837e15800227a92cb7,true,copied_from_original_cards94
ntw3_gen_staff_081_6_0115_tow_032,ntw3_tow_a03_x8_032,[1799] 9. France (Italie),Louis Desaix 'le Sultan juste',true,6,6,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_6.png,vertical_left,789,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9028,db/units_tables/ntw3_land_units,11237,db/mp_general_command_ratings_tables/mp_general_command_ratings,3184,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_gen_staff_081_6_0115_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_gen_staff_081_6_0115_icon.tga,assets/staff_general_icons_by_corps/TOW/france_gen_staff_081_6_0115_icon.tga,6bcfedfc27fdce9a5116ea6d6d62c9aba529e79460012ea722c245d8a3d46c49,6bcfedfc27fdce9a5116ea6d6d62c9aba529e79460012ea722c245d8a3d46c49,true,copied_from_original_cards94
ntw3_gen_staff_083_3_0117_tow_032,ntw3_tow_a03_x8_032,[1799] 9. France (Italie),Louis-Gabriel Suchet,true,3,3,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_3.png,vertical_left,299,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9032,db/units_tables/ntw3_land_units,11241,db/mp_general_command_ratings_tables/mp_general_command_ratings,3188,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_rev_gen_staff_083_3_0117_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_rev_gen_staff_083_3_0117_icon.tga,assets/staff_general_icons_by_corps/TOW/french_rev_gen_staff_083_3_0117_icon.tga,9fdcddfdec4ece4d0fda787cd71c1d37356d8aed27361df9c513da66497df5ec,9fdcddfdec4ece4d0fda787cd71c1d37356d8aed27361df9c513da66497df5ec,true,copied_from_original_cards94
ntw3_gen_staff_080_9_0114_tow_032,ntw3_tow_a03_x8_032,[1799] 9. France (Italie),Napoléon Bonaparte,true,9,9,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_9.png,vertical_left,1391,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9026,db/units_tables/ntw3_land_units,11235,db/mp_general_command_ratings_tables/mp_general_command_ratings,3182,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_rev_gen_staff_080_9_0114_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_rev_gen_staff_080_9_0114_icon.tga,assets/staff_general_icons_by_corps/TOW/french_rev_gen_staff_080_9_0114_icon.tga,2154c77ff1d8439da34fcee43de21888168cf9ac4eef12749ea8d4e8852e2705,2154c77ff1d8439da34fcee43de21888168cf9ac4eef12749ea8d4e8852e2705,true,copied_from_original_cards94
ntw3_gen_staff_085_3_0119_tow_033,ntw3_tow_a03_x8_033,[1799] 9. France (Rhin),Claude Lecourbe,true,3,3,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_3.png,vertical_left,312,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9036,db/units_tables/ntw3_land_units,11245,db/mp_general_command_ratings_tables/mp_general_command_ratings,3192,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_rev_gen_staff_085_3_0119_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_rev_gen_staff_085_3_0119_icon.tga,assets/staff_general_icons_by_corps/TOW/french_rev_gen_staff_085_3_0119_icon.tga,70fa9e9e54e1938212e4bf5555bf8de1fefcef1b94de375ad3dec7c370095816,70fa9e9e54e1938212e4bf5555bf8de1fefcef1b94de375ad3dec7c370095816,true,copied_from_original_cards94
ntw3_gen_staff_087_1_0121_tow_033,ntw3_tow_a03_x8_033,[1799] 9. France (Rhin),Gilles Bruneteau de Sainte-Suzanne,true,1,1,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_1.png,vertical_left,67,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9040,db/units_tables/ntw3_land_units,11249,db/mp_general_command_ratings_tables/mp_general_command_ratings,3196,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_rev_gen_staff_087_1_0121_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_rev_gen_staff_087_1_0121_icon.tga,assets/staff_general_icons_by_corps/TOW/french_rev_gen_staff_087_1_0121_icon.tga,5015df4afe81701e64d5087d04b4f4616b6bc769e67fad597ba8d9dd3b064fdb,5015df4afe81701e64d5087d04b4f4616b6bc769e67fad597ba8d9dd3b064fdb,true,copied_from_original_cards94
ntw3_gen_staff_084_5_0118_tow_033,ntw3_tow_a03_x8_033,[1799] 9. France (Rhin),Jean-Victor Moreau,true,5,5,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_5.png,vertical_left,638,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9034,db/units_tables/ntw3_land_units,11243,db/mp_general_command_ratings_tables/mp_general_command_ratings,3190,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_rev_gen_staff_084_5_0118_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_rev_gen_staff_084_5_0118_icon.tga,assets/staff_general_icons_by_corps/TOW/french_rev_gen_staff_084_5_0118_icon.tga,16b44ed2b57b041cb890a4416ece37b382b0f322808b66f5b9bd1c5c324e7e92,16b44ed2b57b041cb890a4416ece37b382b0f322808b66f5b9bd1c5c324e7e92,true,copied_from_original_cards94
ntw3_gen_staff_086_2_0120_tow_033,ntw3_tow_a03_x8_033,[1799] 9. France (Rhin),Laurent de Gouvion-Saint-Cyr 'l'Homme de glace',true,2,2,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_2.png,vertical_left,177,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9038,db/units_tables/ntw3_land_units,11247,db/mp_general_command_ratings_tables/mp_general_command_ratings,3194,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_rev_gen_staff_086_2_0120_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_rev_gen_staff_086_2_0120_icon.tga,assets/staff_general_icons_by_corps/TOW/french_rev_gen_staff_086_2_0120_icon.tga,765bf1c6dc305c312743cfdfbfea0cac457b1c1b453682b9a149269fd53094ef,765bf1c6dc305c312743cfdfbfea0cac457b1c1b453682b9a149269fd53094ef,true,copied_from_original_cards94
ntw3_gen_staff_088_1_0552_tow_038,ntw3_tow_a03_x8_038,[1798] 5. France (Irlande),James Napper Tandy,true,1,1,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_1.png,vertical_left,122,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9042,db/units_tables/ntw3_land_units,11251,db/mp_general_command_ratings_tables/mp_general_command_ratings,3198,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/spain_spa_reb_gen_staff_088_1_0552_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/spain_spa_reb_gen_staff_088_1_0552_icon.tga,assets/staff_general_icons_by_corps/TOW/spain_spa_reb_gen_staff_088_1_0552_icon.tga,632400c9415a6e454644a09319f8f15e9e5381f127c7aef81188fb7faa228d23,632400c9415a6e454644a09319f8f15e9e5381f127c7aef81188fb7faa228d23,true,copied_from_original_cards94
ntw3_gen_staff_088_3_0122_tow_038,ntw3_tow_a03_x8_038,[1798] 5. France (Irlande),Jean-Joseph Humbert,true,3,3,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_3.png,vertical_left,563,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9044,db/units_tables/ntw3_land_units,11253,db/mp_general_command_ratings_tables/mp_general_command_ratings,3200,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_gen_staff_088_3_0122_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_gen_staff_088_3_0122_icon.tga,assets/staff_general_icons_by_corps/TOW/france_gen_staff_088_3_0122_icon.tga,3bc10431107179fdbc4471e92ed9a8d89b0898015fabdb6ff4ae19184d38002b,3bc10431107179fdbc4471e92ed9a8d89b0898015fabdb6ff4ae19184d38002b,true,copied_from_original_cards94
ntw3_gen_staff_089_4_0123_tow_040,ntw3_tow_a03_x8_040,[1799] 7. France (Hollande),Guillaume Brune,true,4,4,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_4.png,vertical_left,601,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9046,db/units_tables/ntw3_land_units,11255,db/mp_general_command_ratings_tables/mp_general_command_ratings,3202,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_rev_gen_staff_089_4_0123_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_rev_gen_staff_089_4_0123_icon.tga,assets/staff_general_icons_by_corps/TOW/french_rev_gen_staff_089_4_0123_icon.tga,51aa45e84f761f0e45e7ba30e3bd9ca68d23b4771388962221940d5bd8fef525,51aa45e84f761f0e45e7ba30e3bd9ca68d23b4771388962221940d5bd8fef525,true,copied_from_original_cards94
ntw3_gen_staff_078_1_0113_tow_005,ntw3_tow_a04_x8_005,[1798] 8. France (Égypte),Jacques de Menou de Boussay 'Abdallah',true,1,1,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_1.png,vertical_left,71,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9020,db/units_tables/ntw3_land_units,11229,db/mp_general_command_ratings_tables/mp_general_command_ratings,3176,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_egy_gen_staff_078_1_0113_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_egy_gen_staff_078_1_0113_icon.tga,assets/staff_general_icons_by_corps/TOW/french_egy_gen_staff_078_1_0113_icon.tga,3f8724bacffffc413d71cd2d53957632920d3cfd16802ddb625b600182ac55ec,3f8724bacffffc413d71cd2d53957632920d3cfd16802ddb625b600182ac55ec,true,copied_from_original_cards94
ntw3_gen_staff_077_7_0112_tow_005,ntw3_tow_a04_x8_005,[1798] 8. France (Égypte),Louis Desaix 'le Sultan juste',true,7,7,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_7.png,vertical_left,1076,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9018,db/units_tables/ntw3_land_units,11227,db/mp_general_command_ratings_tables/mp_general_command_ratings,3174,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_egy_gen_staff_077_7_0112_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_egy_gen_staff_077_7_0112_icon.tga,assets/staff_general_icons_by_corps/TOW/french_egy_gen_staff_077_7_0112_icon.tga,9bc025b523c72cb20b9237becb4b2466f27e15f34f1201f2a9268134f84612ea,9bc025b523c72cb20b9237becb4b2466f27e15f34f1201f2a9268134f84612ea,true,copied_from_original_cards94
ntw3_gen_staff_079_1_0235_tow_005,ntw3_tow_a04_x8_005,[1798] 8. France (Égypte),Louis-François Chabot,true,1,1,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_1.png,vertical_left,71,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9022,db/units_tables/ntw3_land_units,11231,db/mp_general_command_ratings_tables/mp_general_command_ratings,3178,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_egy_gen_staff_079_1_0235_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_egy_gen_staff_079_1_0235_icon.tga,assets/staff_general_icons_by_corps/TOW/french_egy_gen_staff_079_1_0235_icon.tga,d567a8e89f04c6fb9a89f5823e7c4bf57d6537d73fe736c5655d4da81f052181,d567a8e89f04c6fb9a89f5823e7c4bf57d6537d73fe736c5655d4da81f052181,true,copied_from_original_cards94
ntw3_gen_staff_076_9_0111_tow_005,ntw3_tow_a04_x8_005,[1798] 8. France (Égypte),Napoléon Bonaparte,true,9,9,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_9.png,vertical_left,1529,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9016,db/units_tables/ntw3_land_units,11225,db/mp_general_command_ratings_tables/mp_general_command_ratings,3172,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/french_egy_gen_staff_076_9_0111_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/french_egy_gen_staff_076_9_0111_icon.tga,assets/staff_general_icons_by_corps/TOW/french_egy_gen_staff_076_9_0111_icon.tga,1182906354e3ccf2b33459deab91163063571b5cf4b64135e0c59a0e5db482d1,1182906354e3ccf2b33459deab91163063571b5cf4b64135e0c59a0e5db482d1,true,copied_from_original_cards94
ntw3_gen_staff_094_7_0128_tow_001,ntw3_tow_a05_x8_001,[1805] 11. France (Allemagne),Jean Lannes 'le Brave des Braves',true,7,7,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_7.png,vertical_left,799,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9056,db/units_tables/ntw3_land_units,11265,db/mp_general_command_ratings_tables/mp_general_command_ratings,3210,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_094_7_0128_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_094_7_0128_icon.tga,assets/staff_general_icons_by_corps/TOW/france_1799_1807_gen_staff_094_7_0128_icon.tga,86269c76c694b7d1a11838d9dcb59b4d6d58d53a603278837e15800227a92cb7,86269c76c694b7d1a11838d9dcb59b4d6d58d53a603278837e15800227a92cb7,true,copied_from_original_cards94
ntw3_gen_staff_096_5_0130_tow_001,ntw3_tow_a05_x8_001,[1805] 11. France (Allemagne),Jean-Baptiste Bessières [C2],true,5,5,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_5.png,vertical_left,499,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9060,db/units_tables/ntw3_land_units,11269,db/mp_general_command_ratings_tables/mp_general_command_ratings,3214,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/franced_1806_gen_staff_096_5_0130_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/franced_1806_gen_staff_096_5_0130_icon.tga,assets/staff_general_icons_by_corps/TOW/franced_1806_gen_staff_096_5_0130_icon.tga,2fb13276e3fc2fe91bf1c22f0e4c918e291a86751ba2d921d565d457acd35616,2fb13276e3fc2fe91bf1c22f0e4c918e291a86751ba2d921d565d457acd35616,true,copied_from_original_cards94
ntw3_gen_staff_093_6_0127_tow_001,ntw3_tow_a05_x8_001,[1805] 11. France (Allemagne),Jean-de-Dieu Soult 'Bras de Fer',true,6,6,assets/ui/command_stars/star_gold.png,assets/ui/command_stars/vertical/command_stars_6.png,vertical_left,645,1,TOW (combined staff-general folder),exact unit_key + faction_key permission with allowed=true,db/units_to_exclusive_faction_permissions_tables/units_to_exclusive_faction_permissions,9054,db/units_tables/ntw3_land_units,11263,db/mp_general_command_ratings_tables/mp_general_command_ratings,3208,NTW3/Version94/Data/txt.9401.pack:text/localisation.loc,NTW3/Version94/Graphics/cards94.pack,ui/units/icons/france_1799_1807_gen_staff_093_6_0127_icon.tga,source/original_ntw3_v94_staff_general_icons/ui/units/icons/france_1799_1807_gen_staff_093_6_0127_icon.tga,assets/staff_general_icons_by_corps/TOW/france_1799_1807_gen_staff_093_6_0127_icon.tga,73bbbcc74049fab5f29572dab4adfcf935dca6d77ccdc69e766eb4fa837a5c82,73bbbcc74049fab5f29572dab4adfcf935dca6d77ccdc69e766eb4fa837a5c82,true,copied_from_original_cards94
