side,theatre_order,theatre_name,theatre_basis,faction_key,canonical_source_faction_key,corps_order,army_corps_name,display_year,display_rating,theatre_display_order,source_flag_directory,available_source_flag_files,selection_flag_source_file,selection_flag_derivation,selection_flag_donor_source_faction_key,flag_tga_path,flag_png_path,post_selection_flag_source_file,post_selection_flag_tga_path,post_selection_flag_png_path
coalition,50,4th Coalition (1806-1807),screenshot,ntw3_ac_b06_x6_040,ntw3_ac_b06_r6_040,40,12. Bagration / LF,,12,2,data/ui/flags/f_06b_ac040,flag_132.tga|hud_right.tga|id_flag_infantry.tga|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x6_040/flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x6_040/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x6_040/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x6_040/post_selection_flag.png
coalition,50,4th Coalition (1806-1807),screenshot,ntw3_ac_b06_x7_035,ntw3_ac_b06_gp7_035,35,11. Hohenlohe / SK,,11,3,data/ui/flags/f_06b_ac035,flag_132.tga|hud_left.tga|hud_right.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_035/flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_035/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_035/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_035/post_selection_flag.png
coalition,50,4th Coalition (1806-1807),screenshot,ntw3_ac_b06_x7_041,ntw3_ac_b06_r7_041,41,9. Gortchakov / TS,,9,4,data/ui/flags/f_06b_ac041,large.dds|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_041/flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_041/flag.png,,,
coalition,50,4th Coalition (1806-1807),screenshot,ntw3_ac_b06_x6_042,ntw3_ac_b06_r6_042,42,9. Dokhtourov / RK,,9,5,data/ui/flags/f_06b_ac042,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x6_042/flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x6_042/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x6_042/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x6_042/post_selection_flag.png
coalition,50,4th Coalition (1806-1807),screenshot,ntw3_ac_b06_x7_036,ntw3_ac_b06_p7_036,36,8. Kalckreuth / RK,,8,6,data/ui/flags/f_06b_ac036,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_036/flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_036/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_036/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_036/post_selection_flag.png
coalition,50,4th Coalition (1806-1807),screenshot,ntw3_ac_b06_x7_039,ntw3_ac_b06_g7_039,39,8. Zezschwitz / SH,,8,7,data/ui/flags/f_06b_ac039,hud_left.tga|id_flag_infantry.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_039/flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_039/flag.png,,,
coalition,50,4th Coalition (1806-1807),screenshot,ntw3_ac_b06_x7_037,ntw3_ac_b06_p7_037,37,7. Rüchel / ZK,,7,8,data/ui/flags/f_06b_ac037,flag_132.tga|hud_left.tga|hud_right.tga|large.dds|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_037/flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_037/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_037/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_037/post_selection_flag.png
coalition,50,4th Coalition (1806-1807),screenshot,ntw3_ac_b06_x7_043,ntw3_ac_b06_r7_043,43,7. Konstantin / R.LG,,7,9,data/ui/flags/f_06b_ac043,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_043/flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_043/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_043/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_043/post_selection_flag.png
coalition,50,4th Coalition (1806-1807),screenshot,ntw3_ac_b06_x7_045,ntw3_ac_b06_pr7_045,45,6. L'Estocq / GK,,6,10,data/ui/flags/f_06b_ac045,hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_045/flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_045/flag.png,,,
coalition,50,4th Coalition (1806-1807),screenshot,ntw3_ac_b06_x7_038,ntw3_ac_b06_p7_038,38,5. Württemberg / R,,5,11,data/ui/flags/f_06b_ac038,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.dds|large.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_038/flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_038/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_038/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_038/post_selection_flag.png
coalition,50,4th Coalition (1806-1807),screenshot,ntw3_ac_b06_x7_044,ntw3_ac_b06_s7_044,44,4. Essen / PA,,4,12,data/ui/flags/f_06b_ac044,hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_044/flag.tga,assets/army_corps_by_theatre/coalition/0050_4th_coalition_1806_1807/ntw3_ac_b06_x7_044/flag.png,,,
coalition,60,Finland (1808-1809),screenshot,ntw3_ac_b07_x5_195,ntw3_ac_b07_s5_195,195,9. Adlercreutz / Spetsen,,9,1,data/ui/flags/f_07b_ac195,flag_132.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_infantry.tga|id_flag_naval.tga|large.dds|large.tga|portrait_flags.tga|small.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x5_195/flag.tga,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x5_195/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x5_195/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x5_195/post_selection_flag.png
coalition,60,Finland (1808-1809),screenshot,ntw3_ac_b07_x6_196,ntw3_ac_b07_s6_196,196,8. Döbeln / Östersjön,,8,2,data/ui/flags/f_07b_ac196,hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_naval.tga|large.dds|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x6_196/flag.tga,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x6_196/flag.png,,,
coalition,60,Finland (1808-1809),screenshot,ntw3_ac_b07_x6_194,ntw3_ac_b07_s6_194,194,7. Klingspor / Motstånd,,7,3,data/ui/flags/f_07b_ac194,hud_left.tga|hud_right.tga|id_flag_artillery.tga|id_flag_cavalry.tga|id_flag_naval.tga|large.dds|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x6_194/flag.tga,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x6_194/flag.png,,,
coalition,60,Finland (1808-1809),screenshot,ntw3_ac_b07_x7_193,ntw3_ac_b07_u7_193,193,4. Moore / Baltic,,4,4,data/ui/flags/f_07b_ac193,flag_132.tga|hud_right.tga|id_flag_artillery.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x7_193/flag.tga,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x7_193/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x7_193/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0060_finland_1808_1809/ntw3_ac_b07_x7_193/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x6_244,ntw3_ac_b08_a6_244,244,12. Johann / IX.K,,12,1,data/ui/flags/f_08b_ac244,flag_132.tga|hud_right.tga|large.dds|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_244/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_244/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_244/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_244/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x6_053,ntw3_ac_b08_a6_053,53,11. Liechtenstein / RK,,11,2,data/ui/flags/f_08b_ac053,flag_132.tga|hud_right.tga|large.tga|portrait_flags.tga|small.tga,large.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_053/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_053/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_053/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_053/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x5_051,ntw3_ac_b08_a5_051,51,10. Hiller / VI.K,,10,3,data/ui/flags/f_08b_ac051,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.dds|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x5_051/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x5_051/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x5_051/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x5_051/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x6_046,ntw3_ac_b08_a6_046,46,9. Bellegarde / I.K,,9,4,data/ui/flags/f_08b_ac046,flag_132.tga|hud_right.tga|large.dds|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_046/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_046/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_046/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_046/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x6_049,ntw3_ac_b08_a6_049,49,9. Rosenberg / IV.L,,9,5,data/ui/flags/f_08b_ac049,flag_132.tga|hud_right.tga|id_flag_infantry.tga|large.dds|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_049/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_049/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_049/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_049/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x6_048,ntw3_ac_b08_a6_048,48,8. Hohenzollern / III.K,,8,6,data/ui/flags/f_08b_ac048,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_048/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_048/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_048/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_048/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x6_052,ntw3_ac_b08_a6_052,52,8. D’Este / VII.K,,8,7,data/ui/flags/f_08b_ac052,flag_132.tga|hud_left.tga|hud_right.tga|large.dds|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_052/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_052/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_052/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_052/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x6_047,ntw3_ac_b08_a6_047,47,7. Kollowrat / II.K,,7,8,data/ui/flags/f_08b_ac047,flag_132.tga|large.dds|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_047/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_047/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_047/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_047/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x7_056,ntw3_ac_b08_u7_056,56,7. Hope / Walcheren.L,,7,9,data/ui/flags/f_08b_ac056,flag_132.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x7_056/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x7_056/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x7_056/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x7_056/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x6_050,ntw3_ac_b08_a6_050,50,6. Ludwig / V.K,,6,10,data/ui/flags/f_08b_ac050,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.dds|large.tga|small.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_050/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_050/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_050/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_050/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x5_245,ntw3_ac_b08_a5_245,245,6. Chasteler / VIII.K,,6,11,data/ui/flags/f_08b_ac245,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x5_245/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x5_245/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x5_245/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x5_245/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x7_055,ntw3_ac_b08_u7_055,55,5. Pitt / Walcheren.R,,5,12,data/ui/flags/f_08b_ac055,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|portrait_flags.tga|small.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x7_055/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x7_055/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x7_055/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x7_055/post_selection_flag.png
coalition,70,5th Coalition (1809),screenshot,ntw3_ac_b08_x6_054,ntw3_ac_b08_ag6_054,54,4. Kienmayer / Aufstand,,4,13,data/ui/flags/f_08b_ac054,flag_132.tga|hud_left.tga|hud_right.tga|large.dds|large.tga|mini_flag.tga|portrait_flags.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_054/flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_054/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_054/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0070_5th_coalition_1809/ntw3_ac_b08_x6_054/post_selection_flag.png
coalition,80,Peninsular War (1809),screenshot,ntw3_ac_b09_x4_163,ntw3_ac_b09_u4_163,163,13. Wellesley / Peninsular,,13,1,data/ui/flags/f_09b_ac163,flag_132.tga|hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.tga|portrait_flags.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x4_163/flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x4_163/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x4_163/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x4_163/post_selection_flag.png
coalition,80,Peninsular War (1809),screenshot,ntw3_ac_b09_x6_165,ntw3_ac_b09_e6_165,165,10. Cuesta / Extremadura,,10,2,data/ui/flags/f_09b_ac165,id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_165/flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_165/flag.png,,,
coalition,80,Peninsular War (1809),screenshot,ntw3_ac_b09_x6_166,ntw3_ac_b09_e6_166,166,9. Venegas / la Mancha,,9,3,data/ui/flags/f_09b_ac166,hud_left.tga|hud_right.tga|large.dds|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_166/flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_166/flag.png,,,
coalition,80,Peninsular War (1809),screenshot,ntw3_ac_b09_x6_167,ntw3_ac_b09_e6_167,167,8. Del Parque / la Izquierda,,8,4,data/ui/flags/f_09b_ac167,hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_167/flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_167/flag.png,,,
coalition,80,Peninsular War (1809),screenshot,ntw3_ac_b09_x6_164,ntw3_ac_b09_e6_164,164,7. Beresford / Sul,,7,5,data/ui/flags/f_09b_ac164,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.dds|large.tga,id_flag_infantry.tga,alpha_crop_and_resize_44x22,,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_164/flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_164/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_164/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_164/post_selection_flag.png
coalition,80,Peninsular War (1809),screenshot,ntw3_ac_b09_x6_168,ntw3_ac_b09_e6_168,168,7. Coupigny / la Derecha I,,7,6,data/ui/flags/f_09b_ac168,flag_132.tga|hud_right.tga|large.dds|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_168/flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_168/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_168/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_168/post_selection_flag.png
coalition,80,Peninsular War (1809),screenshot,ntw3_ac_b09_x6_169,ntw3_ac_b09_e6_169,169,6. Blake y Joyes / la Derecha II,,6,7,data/ui/flags/f_09b_ac169,flag_132.tga|hud_left.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga|small.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_169/flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_169/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_169/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_169/post_selection_flag.png
coalition,80,Peninsular War (1809),screenshot,ntw3_ac_b09_x6_170,ntw3_ac_b09_e6_170,170,4. Teixeira / Norte,,4,8,data/ui/flags/f_09b_ac170,hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.dds|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_170/flag.tga,assets/army_corps_by_theatre/coalition/0080_peninsular_war_1809/ntw3_ac_b09_x6_170/flag.png,,,
coalition,90,Peninsular War (1811),screenshot,ntw3_ac_b13_x6_171,ntw3_ac_b13_eu6_171,171,11. Wellington / Coa,,11,1,data/ui/flags/f_13b_ac171,hud_left.tga|hud_right.tga|id_flag_infantry.tga|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0090_peninsular_war_1811/ntw3_ac_b13_x6_171/flag.tga,assets/army_corps_by_theatre/coalition/0090_peninsular_war_1811/ntw3_ac_b13_x6_171/flag.png,,,
coalition,90,Peninsular War (1811),screenshot,ntw3_ac_b13_x6_176,ntw3_ac_b13_e6_176,176,10. Blake / 4-5°,,10,2,data/ui/flags/f_13b_ac176,flag_132.tga|hud_right.tga|id_flag_infantry.tga|large.dds|large.tga|mini_flag.tga,mini_flag.tga,native_44x22,,assets/army_corps_by_theatre/coalition/0090_peninsular_war_1811/ntw3_ac_b13_x6_176/flag.tga,assets/army_corps_by_theatre/coalition/0090_peninsular_war_1811/ntw3_ac_b13_x6_176/flag.png,flag_132.tga,assets/army_corps_by_theatre/coalition/0090_peninsular_war_1811/ntw3_ac_b13_x6_176/post_selection_flag.tga,assets/army_corps_by_theatre/coalition/0090_peninsular_war_1811/ntw3_ac_b13_x6_176/post_selection_flag.png
